Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Cluster
29.57,1,1.0,2.84944,0,0,3.3025,0,34.0,52,62,1,2
38.17,3,6.0,2.69631,2,0,3.1725,0,74.0,43,61,1,2
64.99,1,9.0,3.09655,1,1,2.455,1,32.0,53,80,1,0
60.2,1,10.0,2.7352,1,1,2.79875,0,83.0,51,85,1,0
19.61,4,5.0,2.65429,2,0,4.255,5,57.0,54,66,1,2
31.58,0,10.0,2.62773,1,0,2.91375,2,52.0,46,61,1,2
61.52,2,10.0,3.11388,2,0,3.91875,0,38.0,47,65,1,0
29.36,4,10.0,2.89362,0,0,2.65375,0,48.0,64,100,1,1
108.02,3,6.0,3.14887,1,0,3.3425,0,40.0,45,63,1,0
44.29,4,7.0,2.6453,2,0,3.27,2,42.0,51,91,1,1
13.45,3,3.0,2.55388,1,1,3.13125,0,90.0,47,59,0,2
29.59,0,7.0,2.87204,0,0,3.54375,0,66.0,47,79,1,2
3.06,2,4.0,2.78569,0,4,3.85125,1,80.0,48,76,1,2
12.63,1,2.0,2.60826,0,0,1.94375,2,93.0,52,70,1,2
30.38,0,9.0,2.81009,1,0,3.385,2,42.0,48,75,1,2
45.18,2,7.0,2.99509,0,0,4.54125,1,55.0,51,63,1,2
32.19,0,3.0,2.64116,0,0,3.125,0,78.0,59,97,1,1
31.59,0,0.0,3.04144,0,1,3.22,1,57.0,58,78,1,1
27.56,3,10.0,2.64631,0,0,2.30375,0,43.0,46,75,1,2
19.34,1,1.0,2.48103,1,1,1.915,0,46.0,47,64,1,2
91.12,1,1.0,2.94159,1,1,2.8775,0,94.0,48,72,1,0
35.71,2,1.0,2.66153,1,1,4.07375,0,41.0,49,79,1,2
62.65,0,10.0,3.35013,2,0,4.0225,1,59.0,49,75,0,0
43.56,1,10.0,2.84185,0,0,3.56375,0,71.0,59,78,1,1
61.23,0,2.0,2.69507,1,2,1.93,0,55.0,51,79,1,2
76.42,4,9.0,2.85316,1,7,2.57,1,75.0,54,78,1,0
7.18,0,10.0,2.98446,0,0,2.81375,1,76.0,55,96,1,1
56.62,1,10.0,2.85821,0,0,4.1025,0,66.0,47,70,1,2
65.78,0,0.0,3.0825,0,0,3.33375,1,58.0,53,77,1,0
97.93,2,10.0,2.99931,1,1,2.535,4,100.0,55,75,0,0
90.45,1,10.0,3.20373,1,2,3.92625,1,75.0,49,93,0,0
65.69,0,10.0,3.17363,2,0,3.86125,1,87.0,50,71,0,0
36.38,1,3.0,2.87737,1,1,3.22125,0,47.0,52,97,0,1
18.89,2,10.0,2.61602,2,0,1.63875,1,76.0,49,79,1,2
23.36,2,10.0,2.39386,1,7,1.12375,0,78.0,49,78,0,2
24.52,2,4.0,2.59715,2,2,4.23875,4,86.0,46,68,1,2
24.5,1,10.0,2.57527,0,0,3.48375,0,50.0,48,67,0,2
93.02,2,10.0,2.90492,1,0,1.92125,3,95.0,48,77,0,0
71.69,3,0.0,2.75869,2,0,3.44,1,42.0,46,78,1,0
32.23,0,10.0,2.48038,0,1,3.77,2,55.0,50,61,1,2
56.43,1,2.0,3.04441,0,1,2.9025,0,74.0,49,62,0,2
38.2,3,9.0,2.78612,2,0,3.24625,4,87.0,52,76,1,0
8.9,3,10.0,2.65278,0,0,2.22375,1,67.0,53,86,1,1
36.78,2,3.0,2.87048,1,0,2.735,3,51.0,68,95,1,1
14.27,1,4.0,2.8644,1,2,4.55,2,112.0,46,65,1,2
14.02,3,10.0,3.01796,0,11,4.58,2,71.0,48,62,0,2
51.13,0,10.0,2.9791,0,0,2.95,0,54.0,79,113,1,1
30.29,4,10.0,3.07775,1,0,3.30625,3,37.0,52,74,1,0
108.13,4,10.0,2.99621,1,0,2.03,0,61.0,63,91,1,1
37.08,1,3.0,3.0399,0,2,3.28625,0,65.0,49,83,1,2
67.76,0,7.0,2.96145,2,0,3.2025,0,39.0,48,69,1,0
25.99,1,3.0,2.96879,0,2,4.86875,0,55.0,43,71,0,2
9.8,0,2.0,3.04359,1,7,4.38875,0,48.0,50,67,1,2
12.24,0,2.0,2.93286,1,5,2.255,1,35.0,49,69,0,2
29.09,2,5.0,2.59514,2,0,2.09375,1,67.0,55,90,1,1
21.7,3,2.0,2.45637,1,0,4.04625,4,52.0,53,90,1,1
16.06,4,2.0,2.48872,0,8,3.345,1,108.0,52,70,1,2
31.26,2,10.0,2.7383,0,0,2.85,2,47.0,50,75,1,2
8.82,1,5.0,2.53545,0,0,4.59375,1,99.0,46,62,0,2
49.25,4,10.0,2.74437,0,0,1.82625,0,101.0,55,75,1,1
31.33,0,3.0,3.1333,2,0,3.7775,2,40.0,49,78,1,0
95.57,4,10.0,2.91423,2,0,0.73875,2,91.0,66,109,1,1
106.72,2,1.0,2.91806,1,0,3.845,0,61.0,46,62,1,0
60.13,3,10.0,2.81426,2,0,3.25375,0,62.0,50,70,1,0
26.19,2,2.0,2.55185,1,2,3.05,1,32.0,53,71,1,2
91.87,4,10.0,2.93136,1,1,2.0175,0,75.0,61,95,1,1
47.39,2,6.0,2.79523,1,1,2.77625,1,66.0,64,99,1,1
54.05,2,9.0,2.99505,0,1,3.54875,3,57.0,50,102,0,1
42.98,1,2.0,3.20219,2,1,4.525,0,73.0,54,79,0,0
33.19,2,0.0,2.80814,1,0,1.7025,2,65.0,48,63,0,2
37.39,3,10.0,2.72526,0,0,2.30625,0,52.0,52,77,0,2
15.2,1,9.0,2.70594,0,1,3.2775,1,71.0,52,70,1,2
60.35,3,8.0,2.78207,2,0,2.2975,2,65.0,52,76,1,0
11.09,0,5.0,2.93597,0,6,3.5675,2,71.0,57,78,1,2
18.83,1,10.0,2.78268,1,0,3.0925,3,43.0,49,73,1,2
85.65,4,10.0,2.78973,1,0,3.37375,0,57.0,48,72,0,0
49.79,0,0.0,2.87953,0,1,2.06875,2,81.0,49,64,1,2
17.05,2,1.0,2.74418,2,0,1.7075,0,31.0,53,68,0,2
22.59,2,10.0,2.64388,2,0,2.50375,0,73.0,52,66,1,2
75.53,1,0.0,3.15939,1,0,3.04875,0,50.0,52,68,1,0
22.19,4,0.0,2.7034,0,1,2.67125,1,34.0,52,74,1,2
31.21,2,10.0,2.78928,1,0,1.2275,3,63.0,61,113,1,1
36.86,4,9.0,2.99025,0,0,4.34375,2,104.0,49,66,1,2
64.63,2,4.0,3.47684,2,2,2.98625,1,54.0,51,68,0,0
46.71,0,10.0,3.0113,0,0,3.435,1,36.0,54,92,1,1
93.52,2,10.0,3.30319,1,0,3.8175,2,51.0,50,91,1,0
56.67,1,6.0,2.89203,2,0,4.03125,0,51.0,54,71,1,0
32.2,1,7.0,2.58748,1,1,3.48375,2,93.0,50,78,1,2
42.97,3,2.0,3.16208,0,0,3.345,1,49.0,53,79,0,0
61.1,2,10.0,2.87688,2,0,2.86,0,99.0,49,71,1,0
49.82,0,7.0,2.53213,1,0,3.9325,0,85.0,53,71,0,2
45.82,3,10.0,3.24197,2,2,2.62875,1,40.0,58,87,1,1
10.45,2,1.0,2.96188,0,2,3.73125,3,51.0,51,71,0,2
30.12,1,10.0,2.79478,1,0,2.5275,0,89.0,51,82,1,2
21.28,2,10.0,3.04484,2,1,2.45,0,58.0,47,66,1,0
46.83,0,10.0,3.30887,1,1,3.06625,1,43.0,54,97,1,1
44.25,1,3.0,2.59568,1,0,1.79625,0,50.0,55,78,1,1
13.6,1,10.0,3.05048,0,0,3.5775,1,70.0,51,68,1,2
41.6,3,7.0,2.77256,1,0,3.115,2,75.0,60,78,1,1
31.86,3,10.0,2.74238,0,0,3.92,1,44.0,53,84,1,2
6.64,2,10.0,3.00596,0,3,1.7875,0,72.0,52,71,1,2
30.48,3,10.0,2.8334,1,4,2.545,3,73.0,68,100,0,1
23.28,2,3.0,2.98374,1,0,4.60875,1,77.0,49,82,1,2
62.14,1,10.0,2.74798,2,0,2.21,1,40.0,50,72,0,0
24.39,2,8.0,2.67008,2,1,3.3275,0,71.0,47,64,1,2
74.59,0,0.0,3.03889,1,0,3.485,0,38.0,50,81,1,0
46.03,2,7.0,2.77717,1,0,3.8825,0,76.0,45,56,1,2
37.44,0,1.0,2.70846,2,10,3.97375,3,51.0,43,58,1,2
16.73,2,0.0,2.42649,2,0,2.61625,0,43.0,47,63,0,2
36.85,2,0.0,2.81392,2,0,2.60375,0,55.0,45,61,1,2
9.71,4,10.0,2.87925,0,4,4.2475,1,92.0,52,82,1,2
92.61,0,4.0,3.00603,1,0,2.3775,2,46.0,59,95,1,1
6.78,1,2.0,2.67651,0,4,1.28875,0,57.0,50,71,1,2
92.06,1,0.0,3.25724,1,1,4.11875,0,64.0,55,78,1,0
29.49,1,10.0,2.77766,1,1,2.51,0,112.0,50,68,1,2
30.92,0,5.0,2.98909,1,2,1.37125,0,67.0,52,81,1,1
42.68,1,10.0,2.48686,1,0,3.03,0,68.0,45,82,1,2
25.43,2,1.0,2.62046,1,0,3.94375,2,99.0,52,93,0,2
30.92,1,1.0,2.95293,0,2,3.72625,3,47.0,65,104,1,1
65.38,4,8.0,2.76684,1,0,4.20125,4,77.0,53,72,0,0
23.95,4,8.0,2.63544,1,0,3.1325,3,98.0,47,71,1,2
44.78,4,10.0,3.18195,2,1,3.43375,2,89.0,53,84,0,0
37.05,3,10.0,2.81044,1,0,3.79125,1,55.0,61,89,1,1
74.38,0,10.0,2.98895,2,0,1.67875,1,76.0,57,98,1,1
89.8,2,6.0,3.08239,2,1,3.37125,0,64.0,56,92,1,0
47.99,1,7.0,2.69145,1,0,3.32625,0,109.0,46,62,1,2
19.47,3,10.0,2.9442,2,0,2.76375,0,69.0,54,86,0,1
64.66,3,0.0,3.09716,2,2,3.7625,1,56.0,49,83,1,0
27.64,0,6.0,2.7518,2,0,3.90125,0,96.0,48,73,1,2
74.46,1,10.0,2.90557,2,0,3.11375,1,37.0,50,79,1,0
31.4,0,0.0,2.95192,2,0,3.9,0,44.0,50,66,0,0
108.16,1,10.0,3.00328,1,2,3.4075,0,43.0,48,81,1,0
44.8,2,2.0,2.87144,2,0,2.5375,0,48.0,52,70,1,0
72.43,0,3.0,2.90653,2,1,3.65125,0,66.0,49,77,0,0
63.04,2,10.0,2.90109,1,0,2.2525,0,60.0,51,100,0,1
37.2,3,4.0,2.88008,2,0,3.86375,3,84.0,48,70,0,0
44.79,0,10.0,3.094,0,0,3.18125,0,38.0,72,109,1,1
35.49,3,4.0,2.614,1,0,0.9925,3,48.0,47,64,1,2
19.44,0,10.0,2.7726,0,0,3.585,1,60.0,45,72,1,2
8.69,3,10.0,2.96946,2,0,2.02,1,76.0,52,93,1,1
30.08,1,1.0,2.88019,0,0,3.84625,1,37.0,53,84,1,2
30.66,1,10.0,2.99969,0,6,3.59625,0,34.0,54,87,1,2
31.37,1,10.0,3.05111,0,0,3.355,0,80.0,51,85,0,2
19.64,0,10.0,2.98451,0,0,3.425,1,57.0,53,73,1,2
14.73,4,5.0,2.65097,2,0,1.6125,1,81.0,59,87,0,1
30.33,2,2.0,2.89851,2,0,3.56125,0,70.0,51,77,1,0
15.16,2,9.0,2.47761,0,0,2.25,1,85.0,49,72,1,2
62.13,1,6.0,2.86126,2,0,2.80875,0,78.0,52,85,1,0
28.02,0,10.0,2.83008,0,1,1.70875,0,48.0,58,114,0,1
44.26,3,10.0,2.8995,1,1,2.61875,0,35.0,53,76,1,0
8.32,1,1.0,2.28513,0,1,3.445,1,57.0,47,60,1,2
53.15,2,10.0,2.96079,2,1,3.83625,0,37.0,52,75,1,0
19.45,3,5.0,2.87649,0,3,3.52875,1,76.0,53,79,0,2
61.43,0,10.0,3.20209,2,0,2.42625,0,49.0,51,76,1,0
92.02,4,10.0,2.94292,2,0,3.055,0,95.0,52,96,0,0
45.05,0,10.0,2.81585,1,0,1.73375,0,35.0,52,79,1,1
107.82,2,6.0,3.26173,1,0,3.4375,0,43.0,50,87,1,0
30.78,3,4.0,2.73529,2,6,1.87,1,90.0,47,66,1,2
12.64,1,6.0,2.79273,1,2,1.29375,0,57.0,60,89,0,1
15.76,1,6.0,2.75884,0,0,1.6675,0,101.0,51,63,1,2
53.86,3,0.0,2.60038,1,0,3.125,0,105.0,50,86,1,2
32.45,1,0.0,2.94994,2,0,1.33375,0,33.0,56,86,1,1
44.85,2,10.0,2.65445,0,1,4.25,1,42.0,49,69,1,2
31.91,2,10.0,2.6618,2,0,2.32,1,57.0,56,77,0,1
61.74,1,4.0,2.68927,1,0,2.79375,0,35.0,63,99,1,1
39.34,1,10.0,2.66414,1,0,0.9625,1,40.0,54,100,1,1
38.3,4,7.0,2.65099,2,0,2.51375,4,92.0,51,64,1,2
19.23,4,0.0,2.60184,0,0,4.92875,1,81.0,43,63,0,2
37.84,1,10.0,2.6585,2,1,2.35375,1,66.0,53,102,1,1
13.18,0,2.0,2.76673,0,1,3.29125,0,42.0,46,67,1,2
63.06,0,5.0,2.94178,1,1,3.49875,3,77.0,56,88,0,1
18.28,2,6.0,2.61587,0,1,2.775,0,65.0,47,70,1,2
31.82,1,5.0,2.85974,1,0,3.035,0,101.0,52,71,1,2
30.44,1,10.0,2.98627,0,0,0.9825,0,33.0,57,91,0,1
19.19,1,10.0,2.7437,1,1,3.2,0,34.0,48,76,1,2
16.16,1,7.0,2.6536,0,1,3.73375,0,41.0,47,65,1,2
108.22,0,3.0,2.89891,1,1,2.49125,2,63.0,54,85,1,0
47.65,0,10.0,2.85068,2,0,2.22,0,75.0,58,98,1,1
24.74,1,6.0,2.81698,0,1,2.96,0,74.0,51,64,1,2
19.31,2,1.0,2.87109,0,0,3.64625,0,85.0,48,83,1,2
5.12,0,8.0,2.46322,0,0,2.21875,1,39.0,46,76,0,2
95.8,2,1.0,2.8453,1,0,2.94375,2,80.0,54,82,1,0
17.01,0,3.0,2.69657,0,1,1.64625,0,45.0,56,102,1,1
61.01,3,5.0,2.85233,1,0,1.69625,0,87.0,52,109,1,1
69.35,0,10.0,2.85786,1,0,3.39,0,41.0,50,72,1,0
52.03,4,10.0,2.62112,0,3,2.22875,1,109.0,49,87,1,2
23.58,0,3.0,3.01767,0,1,3.56375,0,34.0,47,72,1,2
44.42,0,10.0,2.84348,1,1,2.8275,1,45.0,53,95,0,1
32.52,2,10.0,2.57832,1,1,3.36375,0,100.0,46,62,1,2
42.59,3,9.0,2.85047,1,3,2.18375,4,59.0,55,96,1,1
18.38,2,10.0,2.59583,0,0,3.095,0,60.0,50,71,1,2
106.63,4,6.0,3.13008,1,0,3.295,0,63.0,53,78,1,0
14.69,4,10.0,2.50275,1,10,1.07125,0,97.0,49,78,0,2
108.14,3,6.0,3.05992,1,0,1.61875,1,86.0,52,79,1,0
58.93,1,10.0,2.93783,0,0,2.3925,0,80.0,60,81,1,1
18.67,0,3.0,2.63609,2,1,2.21625,0,75.0,59,97,1,1
37.07,0,10.0,2.9664,0,1,4.24625,0,42.0,48,67,1,2
39.76,1,5.0,2.76338,2,0,2.815,0,41.0,46,63,1,2
106.29,2,10.0,3.00101,1,1,2.675,0,76.0,48,68,0,0
30.41,0,10.0,3.04304,2,1,3.84375,0,42.0,54,98,1,1
11.77,3,10.0,2.70576,1,2,2.8725,3,36.0,57,82,1,1
7.58,3,5.0,2.59257,0,8,1.94375,1,68.0,48,66,1,2
47.42,0,10.0,2.58053,1,5,4.445,3,89.0,47,67,0,2
36.59,2,10.0,2.83412,0,2,2.22875,0,39.0,49,70,1,2
33.2,1,0.0,2.43731,0,0,2.3275,0,91.0,58,86,0,1
54.22,3,10.0,2.66261,2,0,3.83875,0,79.0,51,76,0,0
61.61,3,10.0,2.83018,1,0,2.32875,0,74.0,49,86,1,0
36.39,1,10.0,2.91485,0,1,2.9175,2,59.0,50,85,1,1
76.49,4,1.0,3.01522,1,0,2.825,1,87.0,50,70,1,0
73.33,2,10.0,2.90149,2,0,1.7575,2,56.0,57,86,0,1
91.65,2,10.0,2.85086,1,0,1.99375,0,74.0,59,89,1,1
20.21,0,1.0,2.86975,2,1,2.05625,2,56.0,57,85,1,1
19.76,3,10.0,2.83561,0,3,2.45,2,64.0,56,91,1,1
28.22,1,0.0,2.87722,0,0,3.09375,0,72.0,48,70,1,2
67.71,1,1.0,2.9862,1,0,3.105,0,94.0,49,62,1,0
62.56,3,3.0,2.92511,2,0,2.04,1,40.0,50,75,1,0
69.23,4,10.0,2.79236,1,0,1.56125,4,51.0,46,73,1,0
37.42,4,5.0,2.64548,1,0,2.04375,0,42.0,49,75,0,2
26.79,2,5.0,2.46621,0,5,3.88,0,67.0,46,72,1,2
36.88,2,7.0,2.71786,0,0,0.795,0,63.0,56,92,1,1
32.22,1,10.0,2.69894,0,0,2.2375,0,38.0,53,73,1,2
21.97,3,4.0,2.47452,0,3,2.56,0,59.0,51,64,1,2
23.18,2,3.0,2.57611,0,0,2.13625,1,38.0,54,108,1,1
74.76,0,6.0,2.94978,1,0,3.72625,2,87.0,47,89,1,0
29.96,0,10.0,2.59835,1,0,1.76125,1,66.0,64,95,1,1
29.89,2,10.0,2.8569,2,1,3.44625,3,107.0,56,84,1,1
90.81,3,10.0,2.90665,1,1,2.32625,2,40.0,55,93,0,1
85.9,2,1.0,3.08093,0,0,3.33,0,55.0,52,76,1,0
55.01,1,10.0,2.96154,0,5,1.54375,0,73.0,55,86,1,1
36.68,2,10.0,2.95797,1,1,2.24,1,109.0,69,122,1,1
28.93,2,5.0,2.73052,2,0,1.7175,3,66.0,50,69,1,2
75.92,3,0.0,3.24887,1,1,3.41125,0,36.0,56,77,1,0
76.35,4,10.0,2.81145,2,0,2.30875,0,37.0,45,64,1,0
13.0,2,9.0,2.59173,0,0,3.76125,0,83.0,47,71,1,2
34.01,3,0.0,2.60676,0,0,2.4825,2,64.0,53,92,1,1
31.51,1,2.0,2.82929,1,0,1.2975,1,41.0,54,97,0,1
16.1,2,10.0,3.15575,2,0,3.6025,1,42.0,57,95,1,1
15.66,3,10.0,2.63023,2,0,2.865,2,102.0,51,77,1,2
49.69,2,1.0,3.23519,2,0,3.3025,0,34.0,52,71,0,0
4.25,1,10.0,2.60722,0,1,3.71,2,42.0,51,73,1,2
13.59,2,1.0,2.40271,2,0,1.915,1,101.0,48,67,1,2
30.44,2,5.0,2.63368,1,3,3.37,2,100.0,45,62,1,2
30.17,3,10.0,2.81488,0,0,4.56375,0,58.0,53,79,1,2
18.12,3,1.0,2.4894,0,12,1.97875,0,41.0,49,71,1,2
73.19,3,2.0,2.87705,1,0,1.37375,1,97.0,52,92,1,1
5.91,4,3.0,2.60345,0,6,3.7075,3,94.0,45,59,1,2
62.79,3,7.0,3.00491,1,0,1.18875,0,37.0,57,100,1,1
30.71,2,2.0,2.53024,2,0,3.1775,1,49.0,47,62,1,2
37.48,2,10.0,2.71961,0,0,2.3225,1,50.0,54,75,1,2
35.63,0,6.0,3.30095,2,1,3.46375,0,85.0,57,85,1,0
75.07,1,10.0,3.07865,2,0,3.3425,0,33.0,49,71,0,0
36.61,4,9.0,2.90507,2,0,1.7875,1,33.0,50,71,1,0
64.98,1,10.0,2.6744,2,0,2.1875,0,74.0,50,86,0,0
41.42,1,0.0,2.72352,1,0,3.49875,1,43.0,54,85,1,1
30.73,1,10.0,2.4808,0,0,3.61,0,110.0,47,67,1,2
42.3,4,5.0,2.65052,1,3,4.04375,0,64.0,54,99,1,1
54.59,2,5.0,2.93799,2,0,3.845,3,69.0,58,87,0,1
19.41,1,7.0,2.67209,2,0,3.3625,0,61.0,51,67,1,2
68.77,4,0.0,2.77804,2,0,0.58,0,42.0,58,91,1,1
35.29,2,8.0,2.94877,0,1,3.6875,1,44.0,53,72,1,2
73.67,4,0.0,3.13985,2,0,3.20125,0,37.0,48,82,0,0
24.72,3,10.0,2.63014,2,0,1.86125,2,47.0,51,81,0,1
47.37,3,6.0,2.70546,2,0,3.01375,0,70.0,48,61,1,2
32.16,3,10.0,2.86288,0,0,3.59625,2,57.0,62,88,0,1
50.05,2,10.0,3.05494,2,0,3.67125,0,33.0,48,68,1,0
56.64,1,10.0,2.95172,2,0,3.50625,0,72.0,49,71,1,0
15.43,0,10.0,2.79231,0,4,3.38625,1,68.0,45,75,0,2
29.35,1,2.0,2.86239,2,0,3.3225,0,42.0,46,72,0,2
62.15,1,2.0,3.20176,0,1,3.245,0,38.0,63,88,1,1
76.5,3,3.0,2.95124,2,3,3.38625,3,52.0,50,76,1,0
30.76,0,10.0,2.85004,0,0,2.5975,0,74.0,50,71,1,2
56.32,0,10.0,2.64338,0,0,1.9825,0,105.0,46,67,1,2
31.41,2,10.0,2.68649,2,0,2.67,0,41.0,67,113,0,1
48.8,3,2.0,2.55566,1,0,2.15875,1,39.0,60,91,1,1
93.67,2,1.0,3.03868,1,1,3.72625,1,62.0,50,67,1,0
24.71,2,10.0,2.55291,2,1,2.41,2,36.0,53,78,0,1
16.34,1,2.0,2.77559,0,4,4.03,0,78.0,54,75,1,2
75.92,2,10.0,2.75648,1,0,0.86375,1,55.0,59,92,1,1
34.92,0,10.0,2.94105,0,0,3.12125,1,58.0,60,82,1,1
62.52,2,3.0,2.87007,1,0,2.59625,0,102.0,49,78,0,0
32.24,2,2.0,3.00002,2,1,3.44125,1,44.0,49,69,0,0
48.4,1,8.0,2.59574,1,0,2.24,0,58.0,48,70,1,2
2.69,3,4.0,2.64384,0,3,3.43,2,37.0,48,73,0,2
10.38,2,1.0,2.57571,0,0,2.56875,2,110.0,49,69,1,2
107.66,2,3.0,3.21948,2,0,2.94375,0,110.0,52,73,1,0
44.71,0,10.0,3.1263,0,0,3.80375,0,37.0,53,82,1,0
52.46,0,6.0,2.78422,1,0,1.60625,0,52.0,58,100,1,1
38.09,1,10.0,2.69827,2,1,2.3075,1,38.0,59,77,0,1
32.23,0,10.0,2.48334,2,0,2.67,0,95.0,47,69,1,2
47.77,0,5.0,2.84019,1,0,2.1625,3,47.0,55,74,0,1
48.5,2,8.0,3.04337,0,2,2.35625,1,43.0,52,86,1,1
36.96,2,2.0,2.66796,0,0,2.9375,0,33.0,52,68,1,2
66.04,1,3.0,3.42655,2,0,4.295,1,48.0,52,75,1,0
54.8,4,5.0,3.24336,2,0,3.14375,1,86.0,52,87,0,0
38.53,4,5.0,2.70167,0,0,1.045,0,36.0,74,109,0,1
34.13,4,6.0,2.48436,0,0,2.14375,2,81.0,47,72,0,2
37.5,3,10.0,2.81752,2,0,3.55875,0,58.0,49,69,1,0
45.4,1,10.0,2.58923,1,1,2.8675,1,48.0,48,85,1,2
24.03,1,0.0,2.96642,0,0,3.46625,0,78.0,52,78,1,2
29.29,1,2.0,2.51124,0,0,2.40875,0,84.0,47,68,1,2
32.25,1,10.0,2.80649,1,0,2.30875,1,83.0,51,84,0,1
8.46,2,4.0,2.8696,0,1,4.1425,0,84.0,46,72,1,2
13.64,1,6.0,2.6571,0,0,2.59625,0,108.0,53,76,1,2
50.16,4,5.0,2.7442,0,0,3.1475,0,48.0,52,76,1,2
66.14,2,0.0,3.20834,2,1,3.64,0,36.0,52,81,0,0
75.95,3,10.0,2.90032,1,0,2.435,0,47.0,52,77,1,0
64.72,4,10.0,2.7171,2,0,2.68625,0,69.0,53,75,1,0
29.5,4,3.0,2.55534,1,5,3.885,0,65.0,44,58,1,2
45.46,3,4.0,2.76829,2,0,1.75625,1,42.0,49,67,1,0
41.46,0,7.0,2.74559,2,0,2.36125,1,91.0,56,86,1,1
23.42,0,5.0,2.74742,2,3,2.46875,0,68.0,49,67,1,2
35.41,0,0.0,2.64011,0,0,2.37625,0,47.0,48,61,1,2
61.02,3,3.0,2.75544,2,7,1.8225,0,76.0,58,81,1,1
32.22,1,7.0,3.08081,2,0,2.67375,0,65.0,58,85,1,1
36.75,1,10.0,2.78168,0,2,2.1975,0,43.0,56,85,1,1
50.09,2,7.0,2.90691,1,11,4.83875,1,63.0,45,73,1,2
42.78,4,10.0,2.60534,2,0,2.405,1,57.0,52,113,1,1
32.93,4,6.0,2.74866,0,1,3.0425,0,39.0,51,73,1,2
39.94,2,0.0,2.74489,2,0,3.08,4,89.0,53,71,1,2
50.63,1,7.0,2.79934,1,0,4.88,3,50.0,45,64,1,2
75.64,2,10.0,2.75167,1,1,3.6975,3,100.0,46,77,1,0
37.37,0,10.0,2.70154,0,0,2.84,0,69.0,51,81,1,2
48.47,2,10.0,2.82101,2,0,0.975,0,59.0,61,86,0,1
31.7,2,5.0,2.67152,1,2,1.6525,0,63.0,48,72,1,2
45.1,1,0.0,2.87877,1,1,3.5425,0,95.0,49,66,0,2
18.64,3,5.0,2.66065,0,0,2.10625,0,36.0,54,72,0,2
69.06,3,10.0,2.87941,1,0,3.535,0,97.0,48,65,1,0
16.25,3,2.0,2.72464,2,0,2.28375,1,76.0,46,75,1,2
44.87,2,5.0,2.5402,0,6,4.21125,0,78.0,47,60,1,2
16.11,2,10.0,2.58687,2,2,2.26875,3,41.0,50,78,1,2
37.02,1,7.0,2.63009,2,0,0.155,0,55.0,52,71,1,1
29.95,1,5.0,2.70577,0,0,3.17875,0,83.0,51,69,1,2
23.81,2,6.0,2.81506,1,1,2.40625,2,81.0,49,86,0,2
81.72,0,10.0,2.82596,1,0,1.785,1,55.0,53,71,1,0
96.5,2,8.0,2.88796,1,0,3.99625,0,111.0,49,66,1,0
35.38,1,10.0,2.83226,0,0,2.6175,2,46.0,58,79,1,1
108.95,3,10.0,3.04302,1,1,0.98,0,77.0,61,108,1,1
56.34,2,1.0,2.90716,0,2,3.0425,1,64.0,46,61,1,2
36.01,2,0.0,2.78897,1,0,1.2275,0,91.0,72,105,1,1
37.61,2,10.0,2.53343,1,0,2.32125,0,37.0,53,74,1,2
62.01,1,7.0,2.88144,1,0,2.4925,1,109.0,52,88,1,1
89.86,2,10.0,2.95415,2,0,2.605,1,66.0,52,72,1,0
53.15,4,10.0,3.02467,0,0,3.29375,1,90.0,46,68,0,0
22.73,2,7.0,3.04457,1,1,4.93375,4,46.0,57,100,1,1
5.39,2,10.0,2.87963,0,4,3.29375,2,49.0,50,96,1,1
30.98,0,10.0,2.77666,0,1,1.06375,0,50.0,57,83,1,1
60.12,1,2.0,2.81384,2,1,2.8775,2,41.0,50,75,1,0
36.13,3,7.0,2.84354,0,0,4.7125,1,111.0,50,69,1,2
92.68,4,8.0,2.84254,1,0,2.96125,5,36.0,55,93,1,1
41.7,3,0.0,2.61243,2,0,3.1925,3,78.0,52,71,1,2
32.87,2,10.0,2.77377,2,0,1.91375,0,36.0,45,76,1,0
43.01,3,2.0,2.99992,0,0,1.9875,2,36.0,53,73,1,1
44.65,2,10.0,2.67736,0,2,3.055,1,51.0,47,95,1,2
70.51,3,6.0,3.19147,1,0,3.13,0,107.0,50,68,1,0
36.69,1,10.0,2.9437,2,0,3.3975,0,48.0,53,87,1,0
23.52,2,10.0,2.7356,2,11,1.89875,0,89.0,50,65,1,2
46.42,3,2.0,3.14759,2,0,3.68875,2,45.0,51,93,1,0
37.27,1,10.0,2.93001,1,0,3.76875,0,78.0,47,76,0,0
75.66,1,1.0,2.99796,0,3,4.09375,2,50.0,46,66,0,0
109.0,2,10.0,2.99789,1,0,2.855,1,57.0,52,76,1,0
27.18,1,10.0,2.49825,1,0,2.3225,0,63.0,51,86,1,2
23.3,2,10.0,3.12797,0,0,3.28625,3,51.0,62,109,0,1
30.63,4,2.0,2.48902,1,3,2.69,0,81.0,47,59,1,2
8.41,2,4.0,3.03075,2,2,3.265,1,30.0,48,97,0,1
34.32,4,0.0,2.737,2,0,2.70875,1,72.0,51,84,1,2
13.81,3,1.0,2.73707,2,0,4.3125,1,57.0,52,72,1,2
9.47,2,9.0,2.74926,0,3,1.22125,1,93.0,55,91,1,1
62.23,3,10.0,2.92933,0,1,2.04,0,65.0,59,76,0,1
